job_class,sum
ERP实施顾问项目经理,1
系统架构设计师网络管理,1
供应商质量工程师,29
音响工程师/技术员、电子工程师/技术员,1
半导体工艺工程师MEMS工程师,2
IC验证工程师嵌入式软件开发,2
网站运营总监产品总监,1
物流专员/助理、仓库管理员,3
质检员/测试员、食品/饮料研发,1
食品/饮料研发、技术研发工程师/技术员,1
电气工程师/技术员、装配工程师/技术员,1
软件工程师电子软件开发,21
技术支持工程师/技术员、集成电路IC设计/应用工程师,6
工程设备经理/主管、技术研发经理/主管,1
结构工程师/技术员、建筑工程师/技术员,1
建筑安装施工员、给排水/暖通工程,1
房产项目配套工程师,1
高级软件工程师电子软件开发,7
高级软件工程师通信技术工程师,2
合伙人,1
工艺工程师/技术员、生产经理/主管,2
网店店长,7
体系工程师/技术员、质检员/测试员,1
半导体技术仿真应用工程师,1
电子工程师/技术员、项目经理/主管,2
通信技术工程师嵌入式软件开发,2
合规经理/主管、合规专员/助理,9
测试主管系统测试,1
汽车结构工程师,9
移动开发工程师软件工程师,2
通信技术工程师算法工程师,1
硬件工程师版图设计工程师,2
图像算法工程师语音识别工程师,1
机器视觉工程师仿真应用工程师,1
仿真应用工程师ERP技术开发,1
机械工程师半导体技术,1
软件测试工程师机器视觉工程师,1
系统集成工程师系统架构设计师,1
硬件工程师网络工程师,1
销售代表商务助理,1
深度学习工程师图像处理工程师,1
系统架构设计师系统分析员,1
ERP技术开发图像处理工程师,1
技术研发工程师/技术员、工程设备经理/主管、,2
网络工程师其他,1
工业工程师/技术员、项目经理/主管,1
半导体器件工程师半导体测试工程师,3
电子文档工程师电子技术研发工程师,1
市场分析/调研人员、市场企划经理/主管,2
技术支持工程师/技术员、电子软件开发,1
技术支持工程师/技术员、硬件工程师/技术员,2
法务助理,12
软件工程师ERP技术开发,1
软件测试工程师系统测试,8
通信技术工程师有线传输工程师,2
电信交换工程师通信网络工程师,1
数据通信工程师通信电源工程师,1
技术研发工程师工业工程师,1
Web前端开发脚本开发工程师,2
审计专员/助理,15
版图设计工程师/技术员、电气工程师/技术员,1
机械工程师模具工程师,2
成本经理/主管,19
集成电路IC设计/应用工程师、产品经理/主管、产品工程师,2
测试经理,20
财务分析员会计,1
嵌入式硬件开发电子技术研发工程师,7
项目经理项目主管,8
图像处理工程师图像识别工程师,3
硬件测试工程师系统测试,3
ERP实施顾问其他,1
手机维修电脑维修,1
技术文员/助理、技术文档工程师/技术员,1
单证员统计员,1
软件工程师技术研发工程师,1
采购助理其他,1
供应商开发供应商管理,2
生产计划/物料管理、物料经理/主管,1
客户经理/主管、客服专员/助理,1
电信交换工程师数据通信工程师,1
工业工程师机械工程师,1
材料工程师结构工程师,1
模具工程师机电工程师,1
集成电路IC设计/应用工程师、数字后端工程师/技术员,5
嵌入式软件开发游戏开发工程师,1
图像算法工程师图像处理工程师,5
网络工程师/技术员、技术支持工程师/技术员,3
算法工程师多媒体开发工程师,1
系统工程师系统测试,2
系统分析员系统工程师,1
软件工程师仿真应用工程师,1
外贸经理/主管、业务跟单,2
汽车电子工程师软件测试工程师,1
设备工程师/技术员、硬件测试工程师/技术员,2
生产经理/主管、电子工程师/技术员,2
市场/营销/拓展专员、产品专员/助理,4
Web前端开发大数据开发工程师,1
系统分析员系统架构设计师,1
防损员/内保,1
产品工程师/技术员、工程设备经理/主管、,1
高级软件工程师IC验证工程师,1
Web前端开发软件测试工程师,1
语音识别工程师UI设计师,1
系统工程师/技术员,2
音响工程师/技术员、系统工程师/技术员,2
其他销售工程师,1
装配工程师/技术员、组装工,3
培训讲师培训督导,1
技术研发工程师机械工程师,8
机械工程师计量工程师,1
其他人事主管,1
激光/光电子技术、技术支持工程师/技术员,5
包装设计,11
图像处理工程师机器视觉工程师,3
多媒体开发工程师,16
仪器/仪表/计量分析师,6
铣工,4
销售代表采购员,1
硬件测试工程师PHP开发工程师,1
电子工程师/技术员、生产领班/组长,2
集成电路IC设计/应用工程师、嵌入式硬件开发,3
电子工程师/技术员、机械工程师/技术员,1
机械工程师维修工程师,2
技术支持工程师/技术员、网络销售/在线销售,1
网络销售/在线销售、大客户销售,2
客服经理,15
分销经理/主管、市场/营销/拓展经理/主管,1
项目经理/主管、电子工程师/技术员,4
机器视觉工程师算法工程师,2
生产文员、技术文员/助理,1
版图设计工程师半导体技术,3
预结算员,2
市场/营销/拓展经理/主管、销售经理/主管,2
商务经理/主管、客服专员/助理,1
网站运营专员网络推广专员,4
水处理工程师废气处理工程师,1
技术文员/助理、网络工程师/技术员,1
软件工程师ERP实施顾问,1
技术支持工程师/技术员、测试工程师/技术员,2
供应商管理、质量管理、测试工程师/技术员,6
硬件工程师Web前端开发,1
系统工程师硬件工程师,1
平面设计师、工业设计,1
电气工程师/技术员、机械工程师/技术员,1
其他销售代表,2
生物工程/生物制药、化工工程师/技术员,1
工艺工程师/技术员、项目经理/主管,4
电子工程师/技术员、工程设备经理/主管、,1
焊工技工,6
技工生产主管,1
业务分析经理/主管、FAE 现场应用工程师/技术员,1
机械工程师/技术员、设备工程师/技术员,6
市场/营销/拓展经理/主管、产品经理/主管,7
供应商管理供应商开发,2
销售代表FAE 现场应用工程师,1
电工、装配工程师/技术员,2
FAE 现场应用工程师/技术员、产品经理/主管,3
网络销售/在线销售、大客户管理,1
科研人员、技术文员/助理,1
半导体技术半导体器件工程师,3
半导体测试工程师芯片测试工程师,7
法务经理合规经理,1
商务助理销售代表,1
材料工程师/技术员、工艺工程师/技术员,2
咨询经理半导体技术,1
业务分析经理/主管、供应商管理,1
企业文化/员工关系/工会管理,58
无线通信工程师算法工程师,1
图书管理员/资料管理员,1
技工切割技工,1
工艺工程师/技术员、电源开发工程师/技术员,1
销售行政助理后勤,1
行政专员/助理、总裁助理、总经理助理,1
商务司机后勤,2
生产计划/物料管理、物料经理/主管、物料专员/助理,7
半导体技术咨询经理,1
数字后端工程师模拟版图工程师,1
电气工程师/技术员、销售代表,1
通信技术工程师/技术员、集成电路IC设计/应用工程师,2
科研管理人员,5
故障分析工程师/技术员、电子工程师/技术员,1
医疗器械研发硬件工程师,2
设备工程师/技术员、夹具工程师/技术员,1
生产计划/物料管理、业务分析专员/助理,2
成本经理/主管、成本管理员,6
模拟芯片工程师/技术员、音响工程师/技术员,1
模拟芯片工程师/技术员、集成电路IC设计/应用工程师,28
嵌入式硬件开发电子软件开发,5
焊工其他,2
工艺工程师/技术员、工业工程师/技术员,4
结构工程师技术研发工程师,7
医药技术研发管理人员,2
半导体技术销售代表,2
系统测试软件测试工程师,4
电气工程师/技术员、组装工,1
产品工程师/技术员、工程/机械绘图员,1
技术支持工程师/技术员、业务分析经理/主管,3
软件工程师/技术员、技术支持经理/主管,1
医疗器械销售代表,2
算法工程师机器视觉工程师,2
技术支持工程师/技术员、机器视觉工程师/技术员,1
设备主管,11
网页设计师,6
供应商开发采购员,5
仓库管理员后勤,1
影视策划/制作人员、后期制作,1
印刷机械机长,1
工程/机械绘图员、电气工程师/技术员,1
项目总监、轨道交通工程师/技术员,1
船舶工程师技术研发工程师,1
技术支持工程师/技术员、网站维护工程师/技术员,2
公关经理公关总监,1
产品工艺,2
环保工程师,6
注塑工程师/技术员,8
网站维护工程师软件工程师,1
嵌入式硬件开发、维修工程师/技术员,1
绘画网页设计师,1
电工、普工、操作工,2
光源与照明工程机电工程师,1
模拟版图工程师,42
副总经理/副总裁,10
财务经理/主管、成本经理/主管,4
会计出纳员,2
市场/营销/拓展经理/主管、市场企划经理/主管,3
项目管理硬件工程师,1
销售经理/主管、分销经理/主管,10
销售行政助理人事专员,1
C/C++开发工程师/技术员、.NET开发工程师/技术员,3
实验室负责人/工程师/技术员、质量管理、测试工程师/技术员,2
首席执行官CEO/总裁/总经理,5
销售总监区域销售总监,3
测试工程师/技术员、技术支持工程师/技术员,1
设备工程师/技术员、采购员/助理、质量管理,1
技术支持工程师/技术员、普工、操作工,1
质检员/测试员、化验员,1
质检员/测试员、审核员,3
需求工程师软件工程师,1
ERP实施顾问、技术支持工程师/技术员,2
技术研发工程师汽车安全性能工程师,1
技术研发工程师软件工程师,2
电子产品经理/主管、产品工程师、电子设备工程师/技术员,1
技术研发经理/主管、技术研发工程师/技术员,3
质量管理、测试工程师/技术员、故障分析工程师/技术员,5
分销专员/助理、销售工程师/技术员,6
图像处理工程师,16
行政总监人事总监,1
射频芯片设计模拟芯片工程师,6
单证员,9
机电工程师/技术员、电气工程师/技术员,1
芯片销售工程师/技术员、产品经理/主管、产品工程师,4
机器学习工程师深度学习工程师,2
半导体工艺工程师电子技术研发工程师,5
化工实验室研究员/技术员、质量管理、测试工程师/技术员,1
会计财务分析员,2
电气工程师/技术员、结构工程师/技术员,1
系统架构设计师、技术总监/经理,2
技术支持工程师/技术员、电子工程师/技术员,2
系统架构设计师,69
首席运营官COO,1
机器视觉工程师,14
网店店长电商运营,2
采购主管供应商开发,5
报关与报检,13
医疗器械市场推广医疗器械销售代表,1
仿真应用工程师高级软件工程师,1
电子工程师/技术员、安防系统工程师/技术员,1
故障分析工程师,4
媒介经理市场通路专员,1
客户经理/主管、大客户销售,4
数控编程技工,1
嵌入式硬件开发版图设计工程师,1
半导体技术FAE 现场应用工程师,7
失效分析工程师,33
电话销售销售助理,1
硬件测试工程师/技术员、音响工程师/技术员,1
集成电路IC设计/应用工程师、技术研发工程师/技术员,2
项目助理,15
销售经理/主管、外贸经理/主管,2
统计员,14
模拟芯片工程师/技术员、电子工程师/技术员,2
电子产品经理/主管、产品工程师、产品经理/主管,5
FAE 现场应用工程师嵌入式软件开发,5
导演/编导、影视策划/制作人员,1
组装工焊工,2
法务经理其他,1
工程/机械绘图员、热能工程师/技术员,1
日语翻译,7
安全经理/主管,13
算法工程师机器学习工程师,1
茶艺师,1
餐饮店长/经理,1
金融/经济研究员,3
项目管理项目工程师,3
区域销售经理大客户管理,3
无线通信工程师通信技术工程师,5
FAE 现场应用工程师电子技术研发工程师,5
项目经理/主管、自动控制工程师/技术员,1
嵌入式硬件开发、电子工程师/技术员,2
医药技术研发人员医疗器械研发,1
电子工程师/技术员、嵌入式硬件开发,3
线上运营经理/主管、市场企划经理/主管,1
人事总监,21
市场/营销/拓展总监、销售总监,1
销售经理/主管、分销专员/助理,3
送餐员快递员,1
集成电路IC设计/应用工程师、软件工程师/技术员,2
电子技术研发工程师FAE 现场应用工程师,1
业务分析专员/助理,14
工程造价师、预结算经理、预结算员,2
供应商管理、质检员/测试员,2
HRBP,44
体系工程师/技术员、质量管理、测试经理/主管,4
硬件测试工程师IC验证工程师,9
项目执行/协调人员、技术文档工程师/技术员,1
医疗器械销售代表科研管理人员,1
客服主管其他,1
行政专员/助理、销售行政助理,2
其他电子软件开发,1
清洁工保洁,1
客服主管客服经理,1
其他网站运营专员,1
飞行器设计与制造通信技术工程师,1
机械工程师工业工程师,1
销售经理客户代表,1
硬件工程师/技术员、产品经理/主管,2
专业顾问,11
集成电路IC设计/应用工程师、项目执行/协调人员,1
高级软件工程师算法工程师,1
产品助理,11
硬件测试工程师/技术员、技术支持工程师/技术员,2
汽车质量工程师,11
人事专员人事主管,1
飞行器设计与制造技术研发经理/主管,1
技术研发工程师/技术员、技术研发经理/主管,6
硬件测试工程师嵌入式软件开发,2
技术研发工程师/技术员、集成电路IC设计/应用工程师,1
机器学习工程师,12
融资经理/主管,2
固定资产会计会计,1
平面设计师网页设计师,2
钳工模具工,3
业务跟单订单处理员,1
网络管理,33
工艺工程师/技术员、冲压工程师/技术员,2
氩弧焊工,9
CNC工程师,15
人事经理,47
算法工程师深度学习工程师,3
仿真应用工程师技术研发工程师,1
电商经理/主管,12
测试工程师,145
供应商开发采购材料、设备质量管理,1
半导体技术电子软件开发,1
工艺工程师/技术员、机电工程师/技术员,3
咨询员专业顾问,1
供应商开发采购经理,3
安全工程师/技术员、安全员,9
审核员,6
数控编程,11
投资/理财顾问、基金项目经理/主管,1
财务总监,18
人事经理人事主管,5
咨询经理,2
.NET开发工程师/技术员、C/C++开发工程师/技术员,1
质量管理、测试工程师/技术员、电子工程师/技术员,1
UI设计师用户体验设计师,3
故障分析工程师可靠度工程师,1
数据库工程师系统架构设计师,1
外贸经理/主管,28
模拟芯片工程师,110
技术研发工程师/技术员、工程/机械绘图员,3
软件工程师/技术员、电子工程师/技术员,1
电子技术研发工程师系统架构设计师,1
化工工程师/技术员、化学分析测试员,2
业务分析经理/主管、市场/营销/拓展经理/主管,1
机器学习工程师算法工程师,1
销售行政助理、经理助理、秘书,2
硬件工程师嵌入式软件开发,3
客户专员/助理、业务分析经理/主管,1
ERP实施顾问、技术支持经理/主管,1
销售工程师销售助理,5
技术研发工程师医疗器械研发,1
展览/展示/店面设计,6
商务助理资料员,1
软件工程师Web前端开发,3
Web前端开发HTML5开发工程师,16
集成电路IC设计/应用工程师、芯片架构工程师/技术员,6
采购总监,6
专业顾问咨询员,1
Java开发工程师Python开发工程师,1
嵌入式软件开发图像处理工程师,1
硬件测试工程师半导体测试工程师,1
HRBP人事经理,3
质检员/测试员、质量管理、测试经理/主管,4
政府事务管理,10
HTML5开发工程师,9
家用电器/数码产品研发,3
质检员/测试员、电子工程师/技术员,2
系统工程师技术研发工程师,1
人事经理/主管、行政专员/助理,1
工艺工程师/技术员、生产领班/组长,2
硬件测试工程师其他,2
激光/光电子技术、产品经理/主管,2
测试工程师/技术员、仪器/仪表/计量分析师,1
销售工程师区域销售经理,5
客服主管,15
物流专员/助理、搬运工,1
电子工程师/技术员、电子软件开发,3
工业工程师/技术员、工艺工程师/技术员,3
数据通信工程师,6
图像处理工程师软件工程师,1
电商专员商务助理,1
采购员采购材料、设备质量管理,1
销售主管销售代表,5
大客户销售电子销售工程师,1
项目经理系统集成工程师,1
射频工程师半导体技术,2
算法工程师图像算法工程师,4
可靠度工程师/技术员、集成电路IC设计/应用工程师,1
封装研发工程师封装工程师,4
模具工车工,1
工程监理资料员,1
技术支持工程师/技术员、设备工程师/技术员,2
供应商开发,28
材料工程师仿真应用工程师,1
ERP技术开发网络工程师,1
技术研发工程师/技术员、激光/光电子技术,3
会计其他,1
Android开发工程师软件工程师,7
Android开发工程师高级软件工程师,5
高级软件工程师系统集成工程师,1
通信技术工程师高级硬件工程师,1
计算机辅助设计工程师高级硬件工程师,1
C/C++开发工程师/技术员、系统工程师/技术员,1
市场分析/调研人员、产品专员/助理,1
iOS开发工程师,9
HTML5开发工程师Web前端开发,1
可测性设计工程师数字后端工程师,1
EDA工程师数字后端工程师,1
高级软件工程师Java开发工程师,4
业务跟单经理,1
采购材料、设备质量管理,5
变压器与磁电工程师/技术员、电子工程师/技术员,1
商务助理项目管理,1
装配工程师/技术员、电气工程师/技术员,1
电源开发工程师/技术员研究员,1
设备工程师/技术员、机电工程师/技术员,2
财务经理会计,2
供应链经理采购经理,3
集成电路IC设计/应用工程师、电气工程师/技术员,2
激光/光电子技术、工艺工程师/技术员,3
电子工程师,2
采购员供应商管理,10
PHP开发工程师,8
采购主管采购经理,5
电子工程师/技术员、IC验证工程师/技术员,1
动画/3D设计,9
电工技工,7
C/C++开发工程师/技术员、软件工程师/技术员,22
系统分析员,3
律师、法律顾问,5
仿真应用工程师计算机辅助设计工程师,1
销售工程师/技术员、集成电路IC设计/应用工程师,1
图像算法工程师机器视觉工程师,2
电子软件开发高级软件工程师,4
版图设计工程师结构工程师,1
电子工程师/技术员、结构工程师/技术员,1
维修工程师/技术员、电工,1
深度学习工程师研究生,1
市场企划专员媒介销售,1
销售专员/助理、网络销售/在线销售,1
电力线路工组装工,1
财务分析员,19
无线通信工程师软件工程师,1
商务专员/助理、行政专员/助理,1
电气工程师/技术员、研发工程师/技术员,3
建筑安装施工员,4
.NET开发工程师软件工程师,2
设备工程师/技术员、机修工,1
电商总监,6
组装工机修工,1
自动控制工程师/技术员、工业工程师/技术员,1
销售代表半导体技术,1
技工组装工,3
测试工程师/技术员、质检员/测试员,1
工艺工程师/技术员、装配工程师/技术员,3
产品工程师/技术员、工艺工程师/技术员,1
维修工程师/技术员、质检员/测试员,1
焊工电力线路工,1
电子软件开发移动开发工程师,1
业务跟单高级业务跟单,1
采购助理业务跟单,1
销售行政专员销售助理,2
汽车电子工程师汽车设计工程师,2
集成电路IC设计/应用工程师、仪器/仪表/计量分析师,1
网站运营专员电商专员,3
科研人员通信技术工程师,1
机电工程师/技术员、给排水/暖通工程,2
系统工程师系统集成工程师,3
房产项目配套工程师建筑机电工程师,1
废气处理工程师,1
安防系统工程师/技术员,3
销售总监大客户销售,3
高级硬件工程师电子技术研发工程师,4
技术支持经理/主管、化工工程师/技术员,2
技术支持工程师/技术员、化工工程师/技术员,1
生产经理/车间主任、电子工程师/技术员,1
分销经理/主管、分销经理/主管,1
客户经理/主管、销售工程师/技术员,2
规划与设计建筑设计师,1
系统集成工程师系统工程师,4
活动执行活动策划,1
产品经理/主管、产品工程师,73
技术支持工程师/技术员、客户专员/助理,1
封装工程师,37
软件工程师项目经理,1
语音识别工程师自然语言处理,1
产品专员,18
设备工程师/技术员、工艺工程师/技术员,5
设备工程师/技术员、电子工程师/技术员,9
芯片测试工程师,70
测试,2
人力资源信息系统专员,4
人力资源信息系统专员数据分析师,1
销售经理销售人员,1
算法工程师推荐算法工程师,1
集成电路IC设计/应用工程师、系统工程师/技术员,2
规划与设计,7
系统工程师高级硬件工程师,1
猎头/人才中介,5
生产/营运,1
高级业务跟单业务跟单,1
人事专员/助理、人事专员/助理,5
设备工程师,2
半导体工艺工程师电子工艺工程师,2
维修工程师物业维修员,1
硬件测试工程师芯片测试工程师,1
音效师后期制作,1
公关经理,12
房地产项目招投标预结算员,1
石油天然气技术人员船舶工程师,1
校长,1
电子元器件工程师FAE 现场应用工程师,2
项目执行/协调人员、电子工程师/技术员,1
制程工程师,3
水工技工,1
广告创意经理/主管,1
护士/护理,1
技术支持工程师/技术员、电气工程师/技术员,1
版图设计工程师测试工程师,1
集成电路IC设计,1
物业管理,1
芯片工程师,4
工程/机械绘图员、电子工程师/技术员,1
材料工程师技术研发工程师,1
可测性设计工程师半导体技术,1
半导体技术模拟芯片工程师,2
销售管理销售人员,3
高级硬件工程师版图设计工程师,1
销售人员,5
产品工程师,1
科研人员射频芯片设计,1
企业秘书/董事会秘书,18
印刷工,3
自动化测试系统测试,1
物流/仓储,1
软件工程师Java开发工程师,2
FAE 现场应用工程师电子销售工程师,1
高级软件工程师多媒体开发工程师,4
销售代表销售行政助理,2
项目主管,16
生产文员、客服专员/助理,1
市场/营销/拓展专员、销售专员/助理,1
电机工程师/技术员、技术研发经理/主管,1
网络管理测试工程师,1
产品经理/主管、产品工程师、芯片架构工程师/技术员,1
网络销售/在线销售、客服专员/助理,1
客户质量工程师,11
电子软件开发硬件工程师,2
电商运营电子商务,1
嵌入式软件开发系统工程师,2
大客户销售项目管理,1
数字前端工程师/技术员、集成电路IC设计/应用工程师,7
技术支持工程师/技术员、ERP实施顾问,1
测试开发性能测试,1
集成电路IC设计/应用工程师、市场专员/助理,1
工艺整合工程师工业工程师,1
记者,2
软件工程师后端开发,1
机电工程师光源与照明工程,1
影视策划/制作人员,7
大数据开发工程师Java开发工程师,1
语音识别工程师,5
商务司机班车司机,2
IC验证工程师数字后端工程师,3
数字后端工程师,40
.NET开发工程师,21
汽车项目管理,5
客服专员/助理、外贸专员/助理,1
项目工程师芯片架构工程师,1
测试工程师测试开发,4
硬件工程师/技术员、视觉设计师,1
质量管理、测试经理/主管、质量工程师/技术员,1
外贸专员/助理、大客户销售,1
半导体设备工程师,55
芯片销售工程师,30
运维工程师,65
行政专员/助理、前台接待,12
销售代表芯片销售工程师,2
专业顾问销售代表,2
大客户管理销售人员,2
集成电路IC设计/应用工程师、产品工程师/技术员,1
单证员、外贸专员/助理,1
产品经理/主管、产品工程师、集成电路IC设计/应用工程师,2
焊接工艺工程师技工,1
电子销售工程师销售代表,5
MEMS工程师,14
集成电路IC设计/应用工程师、射频芯片设计,6
MEMS工程师封装工程师,1
半导体技术工艺整合工程师,2
文员、生产计划/物料管理,1
测试开发射频工程师,1
前期质量工程师,3
EDA工程师技术研发工程师,1
其他仓库管理员,3
客户代表销售工程师,2
验光师,1
文员采购助理,2
半导体设备工程师半导体技术,11
其他销售总监,1
维修工程师/技术员、嵌入式硬件开发,2
市场/营销/拓展经理/主管、市场/营销/拓展总监,2
商务助理其他,1
行政经理/主管、办公室主任、行政专员/助理,4
电子工艺工程师电镀工,1
通信技术工程师电子技术研发工程师,1
芯片测试工程师测试开发,1
工程设备经理/主管、电子工程师/技术员,2
客户经理/主管、大客户管理,1
人力资源,1
采购员采购,1
其他语种翻译,1
物料经理/主管、物料专员/助理,20
FPGA开发工程师FPGA原型验证工程师,5
通信技术工程师软件工程师,4
系统工程师Java开发工程师,1
运维开发,16
供应链主管/专员、物流主管,1
FAE 现场应用工程师软件工程师,1
电气工程师/技术员、设备工程师/技术员,1
工程/机械绘图员、技术研发工程师/技术员,3
档案管理员,4
软件工程师多媒体开发工程师,3
芯片测试工程师FAE 现场应用工程师,1
FAE 现场应用工程师芯片测试工程师,3
仓库管理员、质检员/测试员,1
语音识别工程师算法工程师,4
技术研发工程师材料工程师,2
自动化测试,24
工艺整合工程师,31
电子元器件工程师,29
无线通信工程师电信交换工程师,1
半导体技术半导体测试工程师,2
销售行政及商务销售助理,1
光源与照明工程建筑机电设计,1
通信设备工程师通信技术工程师,1
产品助理产品专员,2
质检员/测试员、普工、操作工,5
销售代表销售人员,1
深度学习工程师,11
封装研发工程师半导体测试工程师,1
汽车电工汽车修理工,1
外贸专员/助理、销售代表,2
生产/营运、生产计划/物料管理,1
计算机辅助设计工程师/技术员、项目执行/协调人员,1
客服经理/主管,2
技术支持工程师/技术员、自动控制工程师/技术员,3
区域销售总监,6
FAE 现场应用工程师半导体设备工程师,3
数字后端工程师数字前端工程师,1
建筑机电设计建筑设计师,1
销售管理大客户管理,1
硬件工程师/技术员、电子产品经理/主管、产品工程师,1
自动控制工程师/技术员、硬件工程师/技术员,2
FAE 现场应用工程师/技术员、自动控制工程师/技术员,1
技术支持工程师/技术员、硬件测试工程师/技术员,2
半导体测试工程师,47
统计员文员,2
电气工程师/技术员、嵌入式软件开发,2
芯片架构工程师,28
项目经理模拟芯片工程师,1
咨询经理、专业顾问,1
其他光源与照明工程,1
算法工程师搜索算法工程师,1
工程/机械绘图员、机电工程师/技术员,2
电子产品经理/主管、产品工程师,27
行政专员/助理、人事专员/助理,6
文员销售助理,1
安防系统工程师,8
需求工程师计算机辅助设计工程师,1
自动控制工程师/技术员、机电工程师/技术员,1
硬件工程师电子元器件工程师,2
结构工程师/技术员、工程/机械绘图员,3
自动化测试半导体测试工程师,1
工程监理房产项目配套工程师,1
模拟芯片工程师射频芯片设计,3
芯片测试工程师/技术员、集成电路IC设计/应用工程师,3
收银员,4
技术总监/经理,26
半导体测试工程师半导体技术,4
机器视觉工程师图像算法工程师,5
软件工程师计算机辅助设计工程师,2
电子销售工程师芯片销售工程师,11
机电工程师/技术员、自动控制工程师/技术员,2
测试工程师FAE 现场应用工程师,1
电子技术研发工程师电子销售工程师,1
用户产品经理需求工程师,2
模具工钳工,2
技术总监/经理、IT经理/主管,1
工程设备经理/主管、设备工程师/技术员,1
网络安全工程师数据库工程师,1
Web前端开发其他,1
封装工程师半导体技术,3
其他文员,1
技术支持工程师/技术员、激光/光电子技术,4
焊工、焊接工程师/技术员,2
产品助理模具工程师,1
区域销售总监区域销售经理,3
运维工程师网络工程师,4
光源与照明工程机械工程师,1
技术支持工程师/技术员、产品经理/主管,1
园艺/园林/景观设计、,3
电子销售工程师,32
财务专员,25
销售经理通信销售工程师,1
技术支持工程师/技术员、客服专员/助理,4
销售工程师医药销售人员,1
射频芯片设计其他,1
产品专员产品助理,2
机械工程师/技术员、装配工程师/技术员,1
装配工程师/技术员、电工,2
电气工程师/技术员、变压器与磁电工程师/技术员,1
电子技术研发工程师变压器与磁电工程师,1
项目工程师/技术员、项目执行/协调人员,2
高级硬件工程师测试主管,1
测试主管,7
功能测试测试工程师,3
测试开发,31
客户管理,1
射频工程师通信技术工程师,7
工艺工程师/技术员、机械工程师/技术员,2
集成电路IC设计/应用工程师、封装工程师/技术员,1
FAE 现场应用工程师封装研发工程师,1
FAE 现场应用工程师半导体工艺工程师,2
公关经理媒介经理,2
运维工程师运维开发,2
芯片架构工程师/技术员、C/C++开发工程师/技术员,1
PCB工程师,18
产品专员/助理、文案/策划,2
新媒体运营用户运营,1
电子软件开发电子技术研发工程师,6
数控编程数控操机,4
版图设计工程师射频芯片设计,1
影视策划/制作人员、导演/编导,1
数字前端工程师其他,1
通信技术工程师半导体技术,4
嵌入式硬件开发、C/C++开发工程师/技术员,2
产品专员需求工程师,1
光伏系统工程师,3
产品规划工程师,12
材料工程师,11
通信测试工程师,10
集成电路IC设计/应用工程师、版图工程师/技术员,1
集成电路IC设计/应用工程师、芯片测试工程师/技术员,3
系统测试测试工程师,5
半导体工艺工程师FAE 现场应用工程师,2
半导体器件工程师,35
集成电路IC设计/应用工程师、技术支持工程师/技术员,1
Android开发工程师/技术员、C/C++开发工程师/技术员,1
网店店铺管理员电商运营,1
质量管理、测试工程师/技术员、质量工程师/技术员,2
ETL开发工程师BI工程师,1
产品经理/主管、项目经理/主管,1
EDA工程师半导体器件工程师,1
电子工程师/技术员、医药技术研发人员,1
项目经理/主管、技术支持工程师/技术员,3
门店经理/店长,4
知识产权/专利/商标、科研管理人员,1
通信网络工程师算法工程师,1
企业文化/员工关系/工会管理、培训专员/助理,1
水利/水电工程师/技术员、工程设备经理/主管、,1
调研员,3
幕墙工程师/技术员,1
射频工程师通信测试工程师,2
化学分析测试员,3
有线传输工程师,1
集成电路IC设计/应用工程师、技术研发经理/主管,1
数字前端工程师IC验证工程师,3
工业设计、动画/3D设计,1
平面设计师、美工/电商设计师,3
文案/策划、公关专员/助理,1
技术研发工程师科研人员,1
线上运营专员,6
硬件测试工程师电子工艺工程师,1
培训生研究生,1
研究生,61
采购经理采购员,1
装配工程师/技术员、维修工程师/技术员,2
区域销售经理区域销售总监,1
产品经理/主管、文案/策划,1
市场企划经理/主管、产品经理/主管,1
媒介经理/主管、文案/策划,1
语音识别工程师通信测试工程师,1
采购经理供应商开发,6
算法工程师嵌入式软件开发,2
质量管理、测试工程师/技术员、储备干部,1
销售代表电商专员,2
模具工程师机械工程师,1
工业设计、机械工程师/技术员,1
生产领班/组长、生产计划/物料管理,3
性能测试功能测试,2
网络工程师系统集成工程师,2
系统工程师配置管理工程师,1
业务分析经理/主管、销售代表,1
运维工程师其他,1
C/C++开发工程师/技术员、EDA工程师/技术员,1
芯片架构工程师半导体测试工程师,1
轨道交通工程师/技术员,1
运维开发运维工程师,4
质检员/测试员、故障分析工程师/技术员,2
大客户管理销售工程师,4
大客户管理销售代表,5
嵌入式软件开发软件测试工程师,1
审核员、质量管理、测试工程师/技术员,1
石油天然气技术人员,1
光通信工程师通信销售工程师,1
Java开发工程师软件工程师,9
测试工程师硬件测试工程师,2
电子元器件工程师硬件工程师,2
韩语/朝鲜语翻译,5
外贸专员/助理、电商专员,1
电商运营电商专员,6
合规经理/主管、合规专员/助理、储备干部,1
系统架构设计师、电气工程师/技术员,1
电话销售楼宇自动化,1
质量管理、测试工程师/技术员、材料工程师/技术员,1
质量管理、测试工程师/技术员、韩语/朝鲜语翻译,1
商务经理销售经理,1
销售代表、外贸经理/主管,1
汽车电子工程师系统工程师,1
数据治理工程师,3
软件测试工程师芯片测试工程师,1
技术支持工程师/技术员、网络安全工程师/技术员,1
分销专员/助理、电话销售,2
产品专员/助理、产品经理/主管,9
硬件工程师汽车电子工程师,3
自动化测试测试工程师,1
商务司机客运司机,1
报关与报检海关事务管理,2
分销经理/主管、合伙人,1
汽车设计工程师汽车结构工程师,2
