C++开发工程师 （AI）;1
FAE工程师(MCU方向);1
生产管理工程师 (职位编号：ChinaJOBOPS02);1
视觉算法工程师;3
机器视觉现场应用工程师;1
设备副经理;1
资深模拟电路设计工程师;6
网页设计;1
硬件测试\测试员;1
FPC采购工程师;1
视频制作;1
SoC Verification Engineer;1
Senior SoC Verification Engineer;1
ASIC Design & Verification Engineer;1
软件开发工程师 (2020/2021应届毕业生招聘）;1
SoC验证工程师 （2021年应届生招聘）;1
ASIC设计工程师（2021年应届生招聘）;1
NFC学徒;1
销售助理 (职位编号：001);2
Design Engineer;4
印刷机长;2
行政文员 (职位编号：002);1
销售行政专员 (职位编号：销售行政助理003);1
车载嵌入式软件开发;1
工程工艺助理工程师;1
CAD二维制图员;1
助理设备工程师;1
电子厂普工6800+做五休二;1
协调员 / Service Coordinator;1
PE/制程/工艺工程师;1
电子厂普工+2人间宿舍;1
电子厂招普工6800+宿舍2人间;1
项目总工程师;1
CNC加工中心技术员;1
普工：总检+测试+SMT+QC;1
光电跟踪设备设计师;1
java初级工程师;1
WEB前端工程师;2
产线技术员;1
高级政府事务经理;1
（福利齐全）研发助理;1
玻璃工艺工程师;1
商务助理\销售助理\办公室助理;1
.NET中级开发工程师;2
售后服务工程师;11
市场部助理;2
外贸专员（电子商务）;1
项目经理（系统集成）;1
医疗器械销售;2
投标及方案设计工程师;1
胶水销售代表;1
财务分析专员;1
Solder Mask Supervisor;1
技术文员/助理;3
海外销售工程师;4
洁净室操作员;1
HECU Process Engineer;1
销售业务员/电话销售;1
生产制造工程师;1
资深版图设计工程师（上海临港）;1
环保工程师;2
模型工程师;2
生产领班/线长/组长（IC封装）;1
注塑技术员;9
Software Manager- IP/SoC;1
现场应用工程师（手机市场）;1
模具设计师（五金冲压）;1
FQC检验员;1
Sr. GPM Engineer/产品项目工程师;1
系统软件工程师;3
渠道开发专员;1
总经理司机;1
助理硬件工程师（实习）;1
嵌入式软件开发工程师（IOT实习）;1
DFT Application Engineer;1
生产管理专员（上海）;1
设计工程师（化学品设备设计）;1
多媒体软件平台工程师;1
设计工程师（气体设备）;1
PDM高级流程专家;1
算法工程师（vslam）;1
大客户销售(新能源车锂电池相关材料);1
嵌入式软件AE工程师;2
销售部经理;2
CS Officer 客服专员;1
研发助理工程师/技术员;1
软件产品经理;3
Temp CS Officer;1
行业总监;1
美工设计师;4
上位机工程师;1
电工;16
CNAS技术负责人;1
产线助理;2
资深模拟IC开发工程师;1
设备制造工程师;2
系统工程师;22
初级模拟IC设计工程师;1
射频研发总监;1
集成电路销售/IC销售/芯片销售经理;1
模拟版图设计工程师;13
招标工程师;1
PM-Renesas产品经理（电子元器件）;1
smt技术员;1
贴片翻班技术员;1
副总经理（机器视觉）;1
AMT软件开发工程师;1
高级/主任IC电路失效分析工程师;1
精密电子清洁工程师;1
亚太区物料计划专员（英文）-浦东外高桥自贸区;1
市场部实习生;8
外贸采购员;2
资深采购员;1
生产计划文员（上海）;1
DSP开发工程师;2
财务副总监/经理;1
产品销售主管;1
机械设计/结构设计工程师;1
业务副理/技术副理;1
品质课长（日语必须）;1
机械设计主管;3
区域大客户经理;1
MCU市场经理;1
模拟IC设计工程师;45
封装工艺工程师/主管/资深主管;1
冷却系统工程师;1
java服务器架构师(上海 深圳);1
电子厂/生产主管;1
项目经理(电子研发方向);1
环境测试工程师;1
大客户营业管理（日语熟练）;2
嵌入式驱动开发高级工程师;1
infra系统工程师;1
助理硬件工程师(J10084);1
烙铁手/焊锡工/作业员;1
工程部主管;3
市场专员/市场跟单/市场文员;1
仓库点料员/仓库管理员;1
PTH领班/生产管理;1
普工/作业员/操机员/组装/测试;1
维保项目经理;1
嵌入式软件工程师（电机控制方向）;1
超快激光服务工程师;1
销售行政助理;3
硬件工程师 (职位编号：001);1
嵌入式软件/SMT32软件工程师;1
System Test Engineer (职位编号：ChinaJOBFW04);1
化学检测/专案 工程师 (职位编号：1);1
产品/测试工程师;1
亚马逊资深运营（美国站）;1
Sr. Functional Safety Engineer;1
Big data administrator;1
采购主管 Purchasing Manager;1
物料品质工程师;1
灯具采购主管/采购经理;1
上海新剑机电分公司 总经理 (职位编号：5);1
系统应用（验证）工程师;1
销售跟单（双休）;1
行业销售总监-燃气行业;1
MIS工程师;2
设备技术员/设备维护工程师;1
设备维护人员;1
PLM开发运维工程师;1
外资工程销售;1
质检员（有害物质管控）;1
质检员（审核GP资料）;1
流量渠道运营总监;1
钣金焊工;1
SEN019 行政专员;1
半导体设备售后工程师（应届毕业生);1
射频滤波器封装销售;1
电力技术员/助工;1
国际技术支持（欧洲）;1
Test Equipment Engineer(测试设备工程师);1
高级软件开发经理;1
需求分析师;4
ERP实施顾问;4
电商专员;5
研发副经理;1
采购物控管理师;1
采购/物控专员;1
代招建筑行业经验会计;1
光学物理技术支持工程师;1
旧梯改造工程师;1
客户质量工程师/CQE;1
控制系统应用工程师（应届生）;1
嵌入式软件工程师（海思ISP方向）;1
芯片设备技术员;1
外贸业务工程师（销售）;1
橱柜售后;1
销售经理（非标设备）;1
电子技术研发工程师 (职位编号：008);1
销售/渠道销售/销售代表;1
Test Development Engineer(产品开发应用工程师);2
区域营销经理;1
电力系统自动化设计调试工程师;1
招投标专员;7
运行服务经理（机场）;1
图像质量工程师;1
党群事业部销售总监;1
行政人事总监;2
储备人才;1
EDM & Testing Engineer ECU数据管理与测试工程师;1
固件开发工程师（上海）;1
Senior UX Designer;1
Project Industrialization Leader;1
工业化工程师;1
mmW IC Designer 毫米波芯片设计师（上海）;1
Flow controller;1
SoC Verification Engineer（上海）;1
实施项目经理(J10514);1
Site Merchandiser;1
Export Operations;1
Paid Service Account Manager;1
Radar System Engineer 雷达系统工程师（上海）;1
高频工程师;1
高级热设计经理;1
APP混合开发工程师;1
CNC工程师;1
仪电工程师;2
激光光电子光学工程师;1
材料研发工程师;2
AI Software Engineer;1
车载网络测试开发工程师;1
工业自动化技术工程师;1
高级解决方案工程师;1
版图工程师G00090;1
c/c++软件开发工程师;1
集成平台产品经理;1
（高级）JAVA软件工程师;1
厂务工程师（水处理）;1
射频集成电路设计工程师;5
封装设备工程师;1
执行采购工程师（buyer）;1
Jr.Analog Design Engineer;1
财务会计;13
BCD工艺整合工程师;1
成本主管(J10087);1
销售工程师（Sales）;1
系统集成软件开发工程师;1
电源电子工程师;1
现场项目管理工程师;1
预算报价员;1
销售主管/经理(前装毫米波雷达乘用车商用车）;1
Java架构师;3
光学技术支持工程师;1
光电销售工程师（物理、光电子、光学、光信息等专业）;2
CPU Architect CPU 架构师;1
Software Engineer 软件工程师 (KVM/OS/Open Stack);1
PE技术专家(WB/MD);1
EE技术专家(WB/MD);1
设备技术专家(Test);1
设备技术员(2020届应届生岗位);1
C#工程师;1
Analog IC Designer;1
Sr HW Engineer - BIOS;1
资深模拟IC设计工程师（汽车行业）;1
AI产品测试工程师;1
行业销售;2
电商运营（店长）;1
芯片设计工程师（上海）;1
运营总监;6
机器视觉应用工程师;3
产业合作实习生（市场部）;1
助理技术员;2
GPS算法工程师;1
采购员（buyer）;1
网店店长/淘宝店长;1
安装工程师（全国）;1
sourcing;1
智慧党建事业部客户经理;1
现场应用工程师（FAE）-上海;1
Synthesis/STA Timing Engineer;1
P & R Engineer;1
测试员;8
FAE/现场应用工程师-MD5 (职位编号：MCU与存储部);1
PCM测试工程师;1
电路维修;2
EEPROM芯片设计工程师;1
管理培训生;8
实验室操作工;1
仓管员;7
流体仿真工程师;1
模拟ic设计工程师;1
数字ic设计工程师;1
数据录入员;1
助理工程师（应届大学生）;1
电工技术员;1
机器视觉工程师;5
安全工程师/EHS/安全员;1
销售代表(BF00) (职位编号：NTSH00010);1
应届实习设计岗位;1
经理助理;11
客诉工程 师;1
IC测试员;1
长白班做五休二月7500;1
System Engineer;3
前台兼行政实习生;1
产业合作专员 (职位编号：COOP);1
加工中心编程-CNC;1
销售工程师/销售代表（安防）;1
生产班长;2
运营经理;8
模具设计工程师;3
注塑工程师;2
炉管工程师leader;1
架构工程师;1
售后技术工程师;2
软件工程师-C Model方向;1
大数据开发工程师;7
Production- Program Manager;1
失效分析与可靠性工程师;1
销售员;4
软件工具测试工程师;1
音频驱动算法研发工程师;1
三防漆工艺工程师;1
芯片生产测试工程师;1
NAS销售工程师;1
研发质量管理工程师;1
销售工程师（应届毕业生优先） (职位编号：01);1
区域销售主管;1
传感器调试工程师;1
MCU软件工程师（汽车电子行业）;1
助理;3
工程助理（CAD制图）;1
Linux设备驱动工程师;1
多媒体框架软件工程师;1
视频编解码软件工程师;2
音频软件开发工程师;2
数控车工;8
国际业务经理 (职位编号：995);1
采购经理/主管;2
机器人视觉算法工程师;1
ERP统计录入专员;1
QA工程师（质量统计）;1
助理测试工程师（实习生）;2
过程质量工程师/Process Quality Engineer;1
产品市场工程师（PME）;1
资深嵌入式软件开发工程师/电子研发工程师;1
市场经理（PM）;1
Silicon Solution Engineer;1
技术支持工程师/FAE;3
销售工程师（被动器件）;1
钣金工艺专家（兼/全职）;1
编导/短视频创意设计师;1
市场开发主管/专员（东部营销中心）(J10293);1
电声工程师（动圈音头）;1
装配员(J10523);1
技术工程师（国内）;1
Senior engineer for IC design engineering;1
Brand Marketing Manager;1
AI编译器软件工程师;1
工程部技术员;3
移动端测试;1
软件工程师/助理;1
音视频产品经理;1
软件 工程师;1
软硬件测试工程师;4
PLC软件开发工程师;1
高级法务经理 / 法务经理 / 法务专家;1
设计助理;1
厂务技术员（暖通）;1
研磨抛光产品销售经理;1
资深模拟电路设计师;1
电力技术员/助理工程师;1
日语翻译;3
EHS/安全/消防工程师;1
电话销售客户维护;1
助理产品市场经理（英飞凌ATV）;1
产品市场工程师（英飞凌ATV）;1
电机控制软件工程师（BU4);1
外贸美工设计师;1
分公司客户经理（上海）;1
茶艺师;1
店长;1
硬件开发工程师(017140) (职位编号：017140);1
餐饮部上海地区经理;1
高级ATE测试工程师 (职位编号：HDSC000747);1
早9晚6做五休二7500;1
英语销售（急招）;1
模拟IC版图设计工程师;3
CNC技术员;3
CMOS模拟集成电路设计工程师;1
Investment Data Assistant  投资数据分析助理;1
设备维修工程师（懂基本机械原理）;1
客户代表/销售代表/销售工程师;1
MRO采购（非生产物料采购）;1
电子采购工程师;2
产线控制员 PQ Expeditor;1
Product Management Specialist;1
资深电子研发工程师;1
资深MCU工程师;1
制造管理工程师 (职位编号：hlmc000665);1
Principal Process Engineer-Etch/Dep;1
无线通信工程师;2
Senior ASIC Analog Expert_集成电路模拟电路设计_AE (职位编号：REF67260R);1
ERP开发工程师;3
高级制程工程师;1
资深FAE/   FAE 经理;1
供应商质量工程师 - 封装工艺;1
镀膜技术员;1
电气工程项目/电气工程经理;1
GPU ASIC Logic Design Engineer;1
外贸运营  阿里巴巴国际站平台运营;1
物料计划/PMC专员;1
客服专员-柏晶电子(上海)公司;1
CNC编程/操作人员;1
嵌入式电控设计工程师;1
实验技术助理/专员（分子生物/医学检验 应届生）;1
Linux C/C++ 软件开发工程师;1
软件开发工程师(实习);1
非标电气设计工程师;1
变频电源开发工程师;1
文案/企划;1
市场推广;1
人力行政总监;1
业务助理/销售助理/商务代表 (职位编号：002);1
音视频系统工程师;1
网络管理工装维修员;1
压电陶瓷操作工;1
客户服务专员 Customer Service Officer;1
生鲜配送员月入万元提供车;1
CQE助理工程师;1
质量助理工程师;1
Linux Driver工程师;1
DSP软件开发工程师;2
MCU 固件开发工程师;1
模、治具设计，检具设计;1
硬件测试系统研发工程师（矽杰微电子）;1
AI软件架构工程师;1
IC Design Engineer（Analog）;1
销售经理（工程方向）;1
软件开发实习生;1
ASIC Design Engineer（Multimedia）;1
商务助理（上海）;1
高级嵌入式硬件工程师;4
销售助理（医疗用品）;1
FAE现场应用工程师(海外项目）;1
销售工程师（海外项目）;1
测试工程师（应届生）;3
总经理助理（上海）;1
研发硬件工程师;2
IQC;1
技工/钳工;1
初级销售工程师;1
人力资源经理;15
Business Development manager-Building;1
品质副课长;1
生产组长;8
MCU业务经理;1
视觉工程师;3
IPQC组长;1
普工月7000+上五休二白班;1
基板设计工程师;4
智能制造软件开发工程师;1
ATE测试硬件设计工程师;1
市场销售经理(微纳米结构制备和表征设备）;1
半导体研发项目管理与协调工程师;1
高校实验仪器销售;1
销售工程师（电子元器件）;5
销售工程师-电子元器件;1
销售工程师（仪器仪表）;1
硬件开发工程师（EDA）-T;1
交易保障专家(C010078);1
服务品质运营专家(C010075);1
服务规则流程专家(C010074);1
协议软件工程师;2
linux c软件工程师;1
芯片质量管理资深专家;1
平台服务质检专家(C000003);1
安全软件工程师 Security software engineer;1
项目经理 Program Manager;1
图形驱动软件工程师 Graphic driver software;1
CMF 工程师;1
弱电智能化设计工程师;2
应用工程师（AE）-韦尔;1
雷达测试工程师（必须持有驾照）;1
Junior/Graduate Application Engineer (Auto MOS);1
保洁员;1
DP制程高级工程师/工程师;1
焊锡工/焊洛铁;1
技术支持工程师FAE;3
单证员;4
项目工程师/助理;1
客服主管(C010141);1
现场服务运营保障专家(C010136);1
服务运营专家(C010135);1
电子学工程师 (职位编号：激光雷达);1
软件工程师 (职位编号：激光雷达);1
结构设计师 (职位编号：激光雷达);1
测试工程师 (职位编号：激光雷达);1
电路研发工程师 (职位编号：激光雷达);1
业务跟单/销售助理/销售文员;1
销售助理（上海）;3
无人机飞手;1
液压设计工程师;1
电力电子产品经理;1
销售/营销/销售经理;1
现场项目经理/工程师;1
实验室测试主管;1
地产大客户经理（上海）;1
软件销售;3
日语软件技术服务工程师;1
Android高级开发工程师;2
硬件产品经理;4
咨询顾问;3
检验员（IPQC）;1
微信小程序开发支持工程师;1
人事助理（实习生）;3
Process Engineer 工艺工程师 (2020届);1
Test Engineer 测试工程师(2020届);1
设备工程师 (职位编号：20200617004);1
自动控制工程师;6
3D打印高级研发工程师;1
车载物料认证工程师;1
光罩OPC专家  光学临近效应矫正 (职位编号：007150);1
GIS开发工程师;1
技术支持工程师/技术销售;1
行政专员兼外勤;1
plm开发工程师;1
初级产品经理助理;1
汽车零部件制造及工艺工程师;1
技术助理工程师;1
技术设计;1
物联网工程师 java (职位编号：2019122301);1
宝山小车巡检驾驶员（做一休二）;1
QE/QA工程师;1
市场销售工程师;4
电机控制算法软件工程师培训生;1
电子产品质量控制工程师;1
资深模拟IC设计工程师;5
无人机结构设计工程师;1
无人机技术研发工程师;1
MOSFET产品工程师;1
模拟驱动软件工程师;1
射频驱动软件工程师;1
CE新产品专案工程师NPI;1
元器件管理;1
计量工程师;1
资深计算电磁场算法工程师;1
资深研发工程师;2
网络客服工程师;1
应用工程师XT-SH-202018;1
高级销售工程师（电力电子方向）;1
产品市场经理（MCU）;1
FAE现场应用工程师（MCU）;1
版图设计工程师(IC Layout);1
融资总监/融资顾问;1
上位机C#软件工程师;1
化学实验室技术员;1
CAD Engineer of ASIC Design;1
行政人事助理/专员;1
光学设计工程师/资深工程师/专家;1
固定资产会计;2
普车操作工;1
游戏测试工程师 (职位编号：cz);1
贴片机器操作员;1
SMT机器操作员;1
光学工程师（光学机构工程师）;1
ESH经理/资深ESH经理;1
注塑QC;1
可靠性实验室技术员;1
工艺可靠性工程师;1
产品可靠性工程师;1
产品可靠性Section manager;1
新产品导入项目经理;1
销售专员（Sale Specialist);1
订单跟单员;1
机械制图;1
IT Helpdesk;2
最终成品检验员;1
CNC编程;8
日语销售;1
IPQE Engineer;1
DCC engineer;1
主管专利代理师;1
半导体销售;3
数字工程师 (职位编号：000827);1
市场专员/经理;1
技术销售工程师（应届生可）;1
算法科学家/首席数据科学家;1
芯片市场总监;1
像素版图工程师;1
像素仿真工程师;1
电子工程师/电气工程师;1
传统电商经理;1
软件开发工程师（上海）-汽车-智能驾驶;1
软件需求与架构工程师（上海）-汽车-智能驾驶;1
Technical Writer 技术文档工程师;1
智能驾驶软件测试工程师（上海）-汽车-智能驾驶;1
硬件开发工程师（上海）-汽车-智能驾驶 (职位编号：1);1
招聘主管/经理;3
出纳专员;1
采购助理/专员;1
质量检测员;2
CNC加工中心操作工;1
造价工程师;3
电子工程师/移动照明/应急灯/太阳能感应灯;1
产品经理PM;3
电火花放电机技术员;1
拉晶工艺工程师;1
海外销售经理;7
工具软件开发工程师（上位机/下位机）;1
集成电路数字后端设计工程师;1
集成电路数字后端设计工程师（资深）;1
MES工程师;13
变电设计工程师;1
国内销售工程师（医疗电子产品）;1
技术支持工程师（医疗电子方向）;1
Senior Sales Engineer;4
Java资深开发工程师 (职位编号：iot);1
销售专员/销售客服/市场营销/业务代表;1
消防值班员;1
数字开关电源工程师;1
慢走丝;1
资深数字后端工程师;1
RF固件工程师（嵌入式软件）;1
投资部经理（财务金融方向）;1
投资经理（行业分析方向）;1
研发中心电机工艺工程师;1
Sr. NPI Product Engineer;1
器件建模工程师(Spice Model Engineer) (职位编号：007153);1
121228高级芯片验证工程师;1
120666高级Linux研发工程师;1
120658射频系统专家（上海）;1
新能源销售工程师（上海）;1
专利管理工程师;2
海外品牌营销专员/资深市场专员;1
财务总监;19
Marketing Planner;1
售前技术经理;1
120322高级嵌入式工程师-媒体(相机);1
展馆讲解员;1
智能设备管理/技术支持;1
CVD工艺工程师;1
120671高级相机测试开发工程师（上海）;1
嵌入式平台modem/SOC CP FAE;1
咨询顾问/工业互联网;1
Analog Design Engineer;7
ETCH 装机工程师;1
.net平台下的设备软件开发;1
可靠性轮班工程师;1
叉车充电机销售经理;1
外贸销售专员;2
销售工程师/销售经理-EDA;1
销售内勤;7
技术支持工程师 (职位编号：002);1
电力电子研发工程师（电源产品）;1
项目专员;6
机械副经理/机械主管;1
SPC技术员;1
失效分析技术员;1
电子产品质量工程师;1
高级数字IC设计工程师;3
数字电路验证工程师;1
数据治理工程师;2
Product Marketing Manager;4
c工程师;1
产品研发设计;1
进出口业务经理;1
Analog/RF CAD Engineer;1
数字后端CAD工程师;1
高级算法工程师（无线通讯）;1
高级数字工程师（通讯协议栈）;1
高级软件工程师（通讯协议栈）;1
数字营销（新媒体 / 品牌 / 网站） (职位编号：000795);1
射频芯片工程师(GaAs HBT);1
模拟电路设计工程师(Power Management);1
CAD/SOLIDWORKS绘图员;1
测试系统工程师 (职位编号：2017012);1
销售员（上海）;2
软件产品（iComi智慧办公产品）销售;1
电路板焊接与产品装配操作员;1
精密陶瓷精加工工艺工程师;1
清洗表面处理工程师;1
AOI工程师;4
模具检测员;1
BD经理;1
IC产品质量工程师PQE;1
射频及模拟IC设计工程师;3
模拟混合信号IC设计工程师;1
移动软件工程师;1
硬件工程师 (职位编号：000800);1
数字集成电路设计工程师;3
Technical Writer (职位编号：000802);1
总务主管;1
FCT测试工程师;1
国际业务助理;1
实施工程师;2
Test Engineer(Product);1
软件对接工程师;1
主案照明设计师;1
网络管理员;5
销售经理（石油业务部）;1
Sr. Etch Process Manager（R&D）;1
嵌入式音频系统开发工程师;1
投标文员;1
弱电设计师;2
Sales Manager 销售经理;1
主管测试工程师;1
模拟IC版图工程师（上海） (职位编号：000857);1
Field Service Engineer;2
Field Process Engineer （ Etch/Dep/Wet);1
模拟IC设计助理实习工程师;2
VUE前端开发工程师 (职位编号：20200613001);1
数字电路设计经理;1
市场技术支持;1
项目经理（制造中心）;1
采购部长;1
咨询顾问2;1
嵌入式硬件工程师(工业物联网);1
成套设计人员;1
助理销售工程师（信息员）;1
物联网工程师;1
Field Service Engineer-Etch;1
ISP IP FPGA Engineer;1
现场应用工程师(FAE);2
高级应用工程师（工作地：上海）;1
财务会计主管;2
客户经理（上海）(J10546);1
Recruiting Specialist招聘专员;1
IPD Application Engineer;1
高级测试开发工程师;1
项目经理（智能可穿戴产品方向）;1
数字电路设计工程师（GPU/AI/ISP/Video）;1
数字电路验证工程师（GPU/AI/ISP/Video）;1
后端开发工程师（.NET方向）;1
DFT Engineer/Sr./Staff;1
FPGA原型验证工程师;1
数字电路后端设计Physical Design Engineer/Sr./Staff;1
版图工程师（Analog/RF Layout Engineer）;1
无线SoC数字电路设计工程师 （急聘）;1
嵌入式软件工程师（急聘）;1
Hardware Test Engineer硬件测试工程师;1
Firmware Engineer固件工程师;1
SoC Design Engineer&Sr&Staff;1
SoC Verfication-Engineer/Sr./Staff;1
ASIC Flow(综合/时序分析)-Engineer/Sr./Staff;1
资深ATE测试项目开发工程师;1
HRBP/经理/主管;1
绩效专员;2
Analog IC Design Engineer（模拟IC设计）   急聘;1
政府关系经理;3
H5前端工程师(领导nice);1
Java开发中高级工程师(领导nice);1
氧化扩散工艺工程师;1
Process Engineer-表面处理;1
模拟IC设计工程师-上海;1
销售工程师(上海);2
销售经理(上海);1
制造副总;1
Product Engineer 产品工程师;2
知识产权专员;4
设备工程师 (职位编号：JDL测试线);1
APP开发工程师;2
破壁机高级结构工程师;1
电子料检验员;1
ATE测试开发工程师;2
RF 测试开发工程师;1
技术市场项目经理;1
机械系统设计工程师;2
销售企划担当(日语熟练）;1
人事行政主管 (职位编号：SH-HR-01);1
芯片测试工程师/Test Engineer;1
产品工程师（光学/电子）;1
测试工程师/应用工程师（物理/光学）;1
高级硬件工程师AE;1
全球销售高级总监;1
半导体全球销售总监;1
大客户主任销售工程师（上海）(J10640);1
主任销售工程师（上海）(J10610);1
客户关系运维师;1
c# 软件开发工程师;1
商务财务行政助理;1
光时延产品经理;1
技术支持工程师（Application Engineer-SIP&DIP）;1
销售工程师（华东地区）;1
解决方案专员;1
uniapp开发工程师;1
销售经理 销售总监;1
质检师（在家办公）;1
AI芯片软件工程师;1
质理经理;1
会计（偏成本和费用）;1
投资分析师（IC/TMT）;1
电子专业实习生;1
电子鼓产品经理;1
TMS项目实施工程师;1
工艺开发工程师;2
WMS运维工程师;2
现场技术支持工程师（上海 深圳）;1
嵌入式软件开发工程师（AE）（上海 深圳）;1
高级硬件工程师AE（上海 深圳）;1
语音识别高级研发工程师（上海 深圳）;1
IT技术支持(contractor);1
IP质量管理资深技术专家;1
Testing & DFT 主任工程师;1
2020校园招聘;1
天线系统工程师;2
雷达总体设计工程师;1
信号处理工程师;3
SQA（软件质量工程师）;1
图像处理软件工程师;1
软件架构工程师;1
智能相机开发工程师（camera）;1
供应商开发经理;1
ACDC 测试(Testing)工程师;1
嵌入式应用工程师;2
装配工艺工程师（传动机构）;1
音乐测试工程师;1
软件主管/经理;1
芯片固件开发工程师（firmware）;1
FPGA 应用工程师;2
商务实习生 (职位编号：espressif000654);1
产品认证工程师;2
项目管理工程师/资深工程师;1
采购员/采购执行;1
显示屏销售/客户经理/渠道销售;1
工程助理;5
系统集成项目经理（消防安防）-上海;1
厂务运行技术员;1
高级Linux/Android开发工程师(可视频面试);1
PMU 资深工程师;1
模拟资深工程师;1
高级产品经理;5
manufacturing engineer/制造工程师;1
PQE;1
IE 工程师;1
财务助理-实习生;1
售后质量工程师;3
Spare Parts Sales（Business China）;1
Sales assistant(J10127);1
资深网格剖分算法工程师;1
资深软件架构师;1
可靠性工程师（上海）;1
培训师;2
涉外招聘;1
高级销售经理（金融行业）;1
销售经理（充电桩）;1
销售经理（数据中心/机房）;1
安全分析师;1
现场支持工程师（半导体事业部）;1
中级硬件工程师;2
中级驱动软件工程师;1
研发项目经理;3
市政照明销售经理;1
教育照明销售经理;1
工矿照明销售经理;1
港口码头照明销售经理;1
2021 校园招聘 研发测试工程师;1
SSD产品经理(J11302);1
Sr. FAE (ADC PL);1
电火花操作工;1
封装设计工程师（上海）;1
车床技术员;1
EHS 助理工程师;1
工程监理;2
技术专家;1
工程照明销售工程师;1
生产领班;3
工业弱电设计师/产品经理;1
客服工程师;6
资深IT系统工程师3049 (职位编号：003049);1
电路板焊接员/硬件工程师助理;1
采购工程师（Sourcing）;1
技术工程师/技术主管;1
高级射频集成电路设计工程师;1
仓库配货员/仓库管理员/仓储;1
工艺技术工程师;1
封装工程师/经理;1
功率器件热仿真工程师;1
ERP/OA 高级工程师;1
AP Accountan t/ 应付会计;1
Hardware Team Leader（Manger & Supervisor）;1
硬件工程师 （汽车产品事业部）;1
SW Team Leader（Manger & Supervisor）;1
软件工程师（汽车产品事业部）;1
软件架构师 （汽车产品事业部）;1
软件集成师（汽车产品事业部）;1
系统架构师（汽车产品事业部）;1
Technical Project Manager;3
Project Manager;2
销售代表/区域主管/销售经理;1
售后跟踪;1
生产部：线束加工工程师;1
高级AI视觉算法工程师;1
售后工程师/技术支持;1
工程工艺工程师（车削蜗杆/齿轮）;1
销售 5-20K 徐汇区 交大科技园;1
LED灯具销售工程师;1
市场分析专员;2
Android/安卓开发工程师;1
软硬件测试工程师（视频面试）;1
品检员/来料检/全检;1
普工/操作工/焊工/包装工;1
售前技术支持经理;1
java实习生（可转正）;1
安卓实习生（可转正）;1
web实习生（可转正）;1
高级FRD开发工程师 (职位编号：000702);1
电子硬件维修工程师;1
IVA行业销售经理;1
资深售前支持工程师;1
华东区销售经理;3
DFT Engineer（上海）;1
STA Engineer（上海）;1
电路板维修员;1
研发经理;7
ASIC/SOC design and verification Engineer ( AMD);1
天猫美工 运营;1
Litho Specialist;1
FW(固件）工程师;1
java高级开发工程师（物联网平台） (职位编号：20200225);1
研发工程师（胶黏剂）;2
DQA;1
高级SoC设计工程师 (MJ000120);1
CP测试工程师;2
Commercial Sales Engineer_SH;1
外贸销售助理;3
驾驶员;6
光电销售工程师;1
设备及厂务采购工程师;1
高级硅基毫米波芯片设计工程师;1
电子变压器工程师;1
采购主管;17
电商运营（TMALL);1
Memory 销售工程师 /销售经理;1
塑胶产品工程师;1
高级前端开发工程师;6
器件开发工程师（LCM /CCM/CTP/指纹/电池方向）;1
上海日语装机工程师;1
锂电池研发实习生（材料/化学）;1
锂电池研发实习生（材料/物理）;1
QE;2
芯片量产工程师 (MJ000830);1
结构开发工程师;1
仿真工程师;4
销售经理（急招）;1
算法工程师（OpenCV);1
高级FPGA研发工程师;1
软件经理;3
人事助理（上海）;1
装机调试工程师/装机电工;1
commodity manager;1
布局布线工程师（layout);1
大客户经理（LED系统集成）;1
Manufacturing Engineer;1
Senior ASIC Design Engineer;1
成套电器设计师;1
感知算法开发实习生;1
液晶设备技术服务工程师（日语）;1
光学工程师（激光器方向）;1
光学工艺工程师;1
光机结构工程师;2
战略采购工程师（sourcing）;1
模拟IC设计工程师[电源];1
行政助理-前台(J10132);1
ESD测试工程师;2
售前售后工程师;1
ESD测试助理工程师;2
上海弱电智能化设计师;1
SQE - 电子件;1
外贸经理;7
技术服务工程师（射频）;1
驱动软件工程师（FAE）;1
功率器件工程师;1
蓝牙软件工程师;1
BSP 工程师 / 系统软件工程师;2
RF驱动软件工程师;1
技术服务工程师（电源）;1
linux工程师;2
硬件工程师(FPGA);2
良率工程师;1
Field Service Engineer（Dep）;1
Field Service Engineer（etch）;1
电子元件销售经理（光伏风电行业）;1
算法安全高级工程师;1
激光雷达应用软件设计工程师;1
激光雷达应用软件开发工程师;1
高级BSP工程师;1
模拟版图工程师;10
数字后端PR工程师;2
数字IC DFT设计工程师;1
数字IC DC综合工程师;1
销售经理/高级销售工程师;1
光电工程师;4
机械工程师（制造中心）;1
芯片工艺支持工程师;1
视频设计师;1
高精度算法工程师;1
EDA软件研发工程师;1
ATE测试工程师（初级/高级）;1
电工/接线工;1
软件测试工程师(J10568);1
研发主任工程师;2
检验员（航浩子公司）;1
质检技术员;1
销售行政专员 Sales admin;1
系统分析师;2
硬件工程师/FPGA工程师;1
Linux内核开发工程师;1
Legal Counsel/法律顾问;1
伺服电机驱动控制工程师（硬件）;1
加工中心编程;2
光学设计工程师/光学研发工程师/光源与照明工程师;1
IT网络运维;1
SI/PI仿真工程师;1
ASIC验证;1
软件集成工程师;1
可靠性技术员;2
IT系统实施;1
销售工程师（SH）;1
TM;1
Web测试工程师;2
Electronic System Design Engineer;1
实验室技术员;9
Web前端工程师;2
生产经理助理;2
