job_class,sum
软件工程师系统架构设计师,4
招聘专员/助理总裁助理/总经理助理,1
机械工程师夹具工程师/技师,1
石油天然气技术人员机电工程师,1
供应商管理其他,1
网络销售/在线销售电话销售,2
招聘经理/主管招聘专员/助理,3
体系工程师审核员,2
智能大厦/综合布线/安防/弱电售前/售后技术支持经理,1
半导体技术电力工程师/技术员,1
维修工程师工程/设备工程师,7
房地产中介/置业顾问房地产销售,1
网络安全工程师,20
售前/售后技术支持工程师售前/售后技术支持经理,11
空调工电工,1
媒介专员市场/营销/拓展专员,1
图像算法工程师算法工程师,5
贸易/外贸专员/助理高级业务跟单,6
营运经理,20
贸易/外贸经理/主管贸易/外贸专员/助理,6
电子/电器维修工程师/技师电子技术研发工程师,1
FAE 现场应用工程师其他,4
电子工艺工程师电子产品经理/产品工程师,1
销售助理市场/营销/拓展专员,2
芯片销售工程师销售总监,1
硬件工程师电池/电源开发,2
集成电路IC设计/应用工程师其他,5
产品工艺/制程工程师半导体工艺工程师,24
技术研发工程师电子技术研发工程师,2
版图设计工程师模拟版图工程师,18
售前/售后技术支持经理,37
电力线路工其他,2
射频工程师技术研发工程师,1
系统工程师数据库工程师(DBA),1
无线通信工程师,21
电子技术研发工程师嵌入式硬件开发(主板机…),3
财务助理/财务文员实习生,1
化工技术应用/化工工程师机械工程师,1
公关经理行政经理/主管/办公室主任,1
游戏开发工程师,3
仿真应用工程师,20
ERP技术开发,14
医疗器械维修人员售前/售后技术支持工程师,1
集成电路IC设计/应用工程师自动控制工程师/技术员,1
市场/营销/拓展经理电子产品经理/产品工程师,1
总裁助理/总经理助理行政专员/助理,1
产品经理/主管产品总监,6
客户代表销售代表,7
客户代表大客户销售,4
生产文员采购助理,1
工业设计/产品设计版图设计工程师,1
芯片销售工程师电子销售工程师,4
销售工程师产品工艺/制程工程师,1
生产文员生产计划/物料管理(PMC),2
网络/在线客服网络销售/在线销售,3
焊接工程师/技师结构工程师,1
销售主管客户经理/主管,8
美工/电商设计师网页设计师,1
互联网产品经理,4
氩弧焊工焊工,2
新能源电机工程师汽车结构工程师,1
电子软件开发(ARM/MCU...)集成电路IC设计/应用工程师,3
电子技术研发工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),7
报关与报检贸易/外贸专员/助理,2
项目总监,8
电池/电源开发空调/热能工程师,1
市场/营销/拓展主管市场/营销/拓展经理,1
质量管理/测试经理(QA/QC经理)认证工程师,1
储备干部培训生,7
电子技术研发工程师硬件工程师,7
投资/基金项目经理,10
财务助理/财务文员会计,10
销售主管FAE 现场应用工程师,1
IC验证工程师硬件测试工程师,1
硬件工程师电路工程师/技术员(模拟/数字),4
市场分析/调研人员市场/营销/拓展经理,1
产品/品牌经理销售经理,1
产品工艺/制程工程师技术研发经理/主管,1
销售助理半导体技术,1
集成电路IC设计/应用工程师硬件测试工程师,4
采购助理销售助理,1
商务助理销售助理,4
硬件测试工程师FAE 现场应用工程师,4
商务助理采购助理,1
网页设计师美工/电商设计师,1
质量管理/测试工程师(QA/QC工程师)硬件测试工程师,1
硬件测试工程师硬件工程师,10
通信技术工程师无线通信工程师,5
其他系统分析员,1
销售行政专员业务分析专员/助理,1
Java开发工程师高级软件工程师,10
项目经理/主管产品规划工程师,1
销售工程师商务经理,2
商务经理商务主管/专员,2
大学/大专应届毕业生实习生,3
搬运工仓储理货员,1
互联网营销师,2
出纳员人事助理,1
电路工程师/技术员(模拟/数字)硬件测试工程师,2
IT经理/IT主管,27
机器视觉工程师高级软件工程师,2
业务拓展主管/经理商务经理,2
维修工程师模具工程师,1
给排水/暖通工程,8
建筑机电工程师,2
管道/暖通,3
安全员,15
建筑项目助理,2
产品/品牌经理产品/品牌主管,2
促销员/导购员,6
普工/操作工焊工,6
工程/设备工程师维修工程师,18
硬件测试工程师质检员/测试员(QC),2
产品工艺/制程工程师产品专员,1
生产文员订单处理员,1
咨询热线/呼叫中心服务人员,13
高级软件工程师项目主管,1
科研人员,14
高级硬件工程师软件工程师,1
机电工程师维修工程师,2
半导体工艺工程师其他,3
证券/期货/外汇经纪人,6
网络维修技术文员/助理,1
软件工程师射频工程师,2
电话销售贸易/外贸专员/助理,1
总裁助理/总经理助理企业秘书/董事会秘书,3
销售主管区域销售经理,1
模具工程师夹具工程师/技师,1
电话销售销售代表,5
人力资源企业文化/员工关系/工会管理,1
水处理工程师,14
车工,6
新媒体运营网络推广经理/主管,1
销售工程师电话销售,3
组装工装配工程师/技师,2
渠道/分销专员客户代表,1
配置管理工程师,5
生产计划/物料管理(PMC)生产领班/组长,7
生产领班/组长生产主管,3
贸易/外贸经理/主管电商运营,1
安防系统工程师其他,3
工厂经理/厂长生产总监,2
自动控制工程师/技术员技术研发工程师,3
嵌入式软件开发(Linux/单片机/PLC/DSP…)FAE 现场应用工程师,4
硬件工程师硬件测试工程师,6
机电工程师,29
电子技术研发工程师电子设备工程师,1
认证工程师,9
软件测试工程师软件工程师,3
IC验证工程师电子技术研发工程师,1
技术员,5
集成电路IC设计/应用工程师电子软件开发(ARM/MCU...),5
医疗器械生产/质量管理,5
飞行器设计与制造,3
销售总监副总经理/副总裁,1
大客户管理渠道/分销经理,1
汽车电子工程师汽车装配工艺工程师,1
无线通信工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),2
技术研发工程师结构工程师,4
新能源电控工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),1
生产主管产品工艺/制程工程师,2
总裁助理/总经理助理,62
车工数控操机,2
销售经理客户经理/主管,10
数字前端工程师数字后端工程师,6
韩语/朝鲜语翻译芯片销售工程师,1
仓库管理员物流专员/助理,3
FAE 现场应用工程师嵌入式硬件开发(主板机…),1
网络管理(Helpdesk)硬件工程师,1
ERP实施顾问项目经理,1
系统架构设计师网络管理(Helpdesk),1
供应商质量工程师,29
电声/音响工程师/技术员电子技术研发工程师,1
半导体工艺工程师MEMS工程师,2
IC验证工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),2
网站运营总监产品总监,1
物流专员/助理仓库管理员,3
质检员/测试员(QC)食品/饮料研发,1
食品/饮料研发技术研发工程师,1
电气工程师/技术员装配工程师/技师,1
软件工程师电子软件开发(ARM/MCU...),21
售前/售后技术支持工程师集成电路IC设计/应用工程师,6
工程/设备经理技术研发经理/主管,1
结构/土木/土建工程师建筑工程师,1
建筑安装施工员给排水/暖通工程,1
房产项目配套工程师,1
高级软件工程师电子软件开发(ARM/MCU...),7
高级软件工程师通信技术工程师,2
合伙人,1
电气工程师/技术员电子技术研发工程师,1
产品工艺/制程工程师生产主管,2
网店店长,7
体系工程师质检员/测试员(QC),1
半导体技术仿真应用工程师,1
电力工程师/技术员项目管理,2
通信技术工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),2
合规主管/专员,6
测试主管系统测试,1
半导体技术生产计划/物料管理(PMC),2
汽车结构工程师,9
移动开发工程师软件工程师,2
通信技术工程师算法工程师,1
硬件工程师版图设计工程师,2
图像算法工程师语音识别工程师,1
机器视觉工程师仿真应用工程师,1
仿真应用工程师ERP技术开发,1
电气工程师/技术员半导体技术,1
机械工程师半导体技术,1
软件测试工程师机器视觉工程师,1
系统集成工程师系统架构设计师,1
硬件工程师网络工程师(IT工程师),1
销售代表商务助理,1
深度学习工程师图像处理工程师,1
系统架构设计师系统分析员,1
ERP技术开发图像处理工程师,1
技术研发工程师工程/设备经理,1
网络工程师(IT工程师)其他,1
工业工程师项目经理/主管,1
经销商渠道/分销经理,1
半导体器件工程师半导体测试工程师,3
电子文档工程师电子技术研发工程师,1
市场分析/调研人员市场通路经理/主管,1
技术支持/维护工程师电子软件开发(ARM/MCU...),1
技术支持/维护工程师硬件工程师,2
法务助理,12
软件工程师ERP技术开发,1
软件测试工程师系统测试,8
通信技术工程师有线传输工程师,2
电信交换工程师通信网络工程师,1
数据通信工程师通信电源工程师,1
技术研发工程师工业工程师,1
Web前端开发脚本开发工程师,2
会计审计专员/助理,1
电子技术研发工程师激光/光电子技术,2
项目管理建筑工程管理/项目经理,1
版图设计工程师电气工程师/技术员,1
机械工程师模具工程师,2
成本经理/成本主管,17
其他技术文员/助理,3
集成电路IC设计/应用工程师半导体产品经理/产品工程师,2
项目执行/协调人员项目主管,1
测试经理,20
财务分析员会计,1
嵌入式硬件开发(主板机…)电子技术研发工程师,7
项目经理项目主管,8
市场/营销/拓展专员,73
图像处理工程师图像识别工程师,3
硬件测试工程师系统测试,3
ERP实施顾问其他,1
手机维修电脑维修,1
技术文员/助理技术文档工程师,1
单证员统计员,1
软件工程师技术研发工程师,1
采购助理其他,1
技术研发经理/主管,40
供应商开发供应商管理,2
生产计划/物料管理(PMC)物料经理,1
客户关系经理/主管客服专员/助理,1
电信交换工程师数据通信工程师,1
工业工程师机械工程师,1
材料工程师结构工程师,1
模具工程师机电工程师,1
集成电路IC设计/应用工程师数字后端工程师,5
嵌入式软件开发(Linux/单片机/PLC/DSP…)游戏开发工程师,1
图像算法工程师图像处理工程师,5
网络工程师(IT工程师)技术支持/维护工程师,2
国内贸易人员贸易/外贸专员/助理,1
算法工程师多媒体开发工程师,1
市场/营销/拓展专员经销商,1
系统工程师系统测试,2
系统分析员系统工程师,1
软件工程师仿真应用工程师,1
贸易/外贸经理/主管高级业务跟单,1
汽车电子工程师软件测试工程师,1
工程/设备工程师硬件测试工程师,2
生产主管电子工程师/技术员,1
市场/营销/拓展专员产品专员,1
Web前端开发大数据开发工程师,1
系统分析员系统架构设计师,1
防损员/内保,1
市场通路经理/主管,3
产品规划工程师工程/设备经理,1
高级软件工程师IC验证工程师,1
Web前端开发软件测试工程师,1
语音识别工程师UI设计师,1
智能大厦/综合布线/安防/弱电技术支持/维护工程师,4
系统集成工程师智能大厦/综合布线/安防/弱电,1
技术支持/维护工程师智能大厦/综合布线/安防/弱电,1
电声/音响工程师/技术员系统集成工程师,2
其他销售工程师,1
装配工程师/技师组装工,3
培训讲师培训督导,1
技术研发工程师机械工程师,8
机械工程师计量工程师,1
市场/营销/拓展专员市场助理,4
其他人事主管,1
激光/光电子技术售前/售后技术支持工程师,3
包装设计,11
图像处理工程师机器视觉工程师,3
多媒体开发工程师,16
仪器/仪表/计量分析师,6
铣工,4
销售代表采购员,1
硬件测试工程师PHP开发工程师,1
电子工程师/技术员生产领班/组长,2
集成电路IC设计/应用工程师嵌入式硬件开发(主板机…),3
电子工程师/技术员机械工程师,1
机械工程师维修工程师,2
市场/营销/拓展经理其他,1
售前/售后技术支持工程师网络销售/在线销售,1
销售行政专员客服专员/助理,5
网络销售/在线销售大客户销售,2
客服经理,15
渠道/分销经理市场/营销/拓展经理,1
半导体技术给排水/暖通工程,1
项目管理电子工程师/技术员,2
机器视觉工程师算法工程师,2
生产文员技术文员/助理,1
版图设计工程师半导体技术,3
给排水/暖通工程暖通设计,2
预结算员,2
经销商渠道/分销专员,1
市场/营销/拓展经理销售行政经理/主管,1
商务主管/专员客服专员/助理,1
网站运营专员网络推广专员,4
水处理工程师废气处理工程师,1
技术文员/助理网络工程师(IT工程师),1
软件工程师ERP实施顾问,1
技术支持/维护工程师软件测试工程师,2
供应商管理质量管理/测试工程师(QA/QC工程师),5
硬件工程师Web前端开发,1
系统工程师硬件工程师,1
电池/电源开发嵌入式硬件开发(主板机…),1
平面设计师工业设计/产品设计,1
电气工程师/技术员机械工程师,1
其他销售代表,2
生物工程/生物制药化工技术应用/化工工程师,1
产品工艺/制程工程师项目管理,4
电子工程师/技术员设备主管,1
焊工技工,6
技工生产主管,1
业务拓展主管/经理FAE 现场应用工程师,1
机械工程师工程/设备工程师,6
市场/营销/拓展经理产品/品牌经理,6
供应商管理供应商开发,2
销售代表FAE 现场应用工程师,1
电工装配工程师/技师,1
FAE 现场应用工程师产品/品牌经理,2
网络销售/在线销售大客户管理,1
科研人员技术文员/助理,1
半导体技术半导体器件工程师,3
半导体测试工程师芯片测试工程师,7
售前/售后技术支持经理售前/售后技术支持工程师,3
法务经理合规经理,1
商务助理销售代表,1
材料工程师产品工艺/制程工程师,2
咨询经理半导体技术,1
业务拓展主管/经理供应商开发,1
企业文化/员工关系/工会管理,58
无线通信工程师算法工程师,1
图书管理员/资料管理员,1
技工切割技工,1
半导体工艺工程师电池/电源开发,1
销售行政助理后勤,1
行政专员/助理总裁助理/总经理助理,1
商务司机后勤,2
生产计划/物料管理(PMC)物料主管/专员,7
项目管理电路工程师/技术员(模拟/数字),1
半导体技术咨询经理,1
数字后端工程师模拟版图工程师,1
前台接待/总机/接待生实习生,1
电气工程师/技术员销售代表,1
通信技术工程师集成电路IC设计/应用工程师,2
科研管理人员,5
故障分析工程师电路工程师/技术员(模拟/数字),1
医疗器械研发硬件工程师,2
工程/设备工程师夹具工程师/技师,1
生产计划/物料管理(PMC)业务分析专员/助理,2
成本经理/成本主管成本管理员,6
模拟芯片工程师电声/音响工程师/技术员,1
模拟芯片工程师集成电路IC设计/应用工程师,28
嵌入式硬件开发(主板机…)电子软件开发(ARM/MCU...),5
焊工其他,2
产品工艺/制程工程师工业工程师,4
结构工程师技术研发工程师,7
医药技术研发管理人员,2
半导体技术销售代表,2
系统测试软件测试工程师,4
电气工程师/技术员组装工,1
产品规划工程师工程/机械绘图员,1
售前/售后技术支持工程师业务分析经理/主管,2
高级软件工程师售前/售后技术支持主管,1
医疗器械销售代表,2
硬件工程师技术支持/维护工程师,3
算法工程师机器视觉工程师,2
售前/售后技术支持工程师机器视觉工程师,1
设备主管,11
网页设计师,6
医疗器械市场推广市场/营销/拓展专员,1
供应商开发采购员,5
仓库管理员后勤,1
影视策划/制作人员后期制作,1
印刷机械机长,1
工程/机械绘图员电气工程师/技术员,1
项目总监轨道交通工程师/技术员,1
船舶工程师技术研发工程师,1
技术支持/维护工程师网站维护工程师,2
公关经理公关总监,1
财务分析员财务分析经理/主管,1
产品工艺,2
环保工程师,6
注塑工程师/技师,7
生产经理/车间主任生产主管,9
客服专员/助理销售行政专员,4
网站维护工程师软件工程师,1
嵌入式硬件开发(主板机…)电子/电器维修工程师/技师,1
绘画网页设计师,1
电工普工/操作工,2
光源与照明工程机电工程师,1
模拟版图工程师,42
电子工程师/技术员半导体工艺工程师,4
副总经理/副总裁,10
财务经理成本经理/成本主管,1
会计出纳员,2
市场/营销/拓展经理市场企划经理/主管,3
项目管理硬件工程师,1
业务分析经理/主管大客户管理,1
销售主管渠道/分销主管,1
销售行政助理人事专员,1
C/C++开发工程师.NET开发工程师,3
实验室负责人/工程师质量管理/测试工程师(QA/QC工程师),2
首席执行官CEO/总裁/总经理总监/部门经理,1
销售总监区域销售总监,3
软件测试工程师技术支持/维护工程师,1
工程/设备工程师采购材料、设备质量管理,1
售前/售后技术支持工程师普工/操作工,1
质检员/测试员(QC)化验员,1
质检员/测试员(QC)审核员,3
客服专员/助理咨询热线/呼叫中心服务人员,5
电气工程师/技术员电力工程师/技术员,4
需求工程师软件工程师,1
ERP实施顾问技术支持/维护工程师,2
技术研发工程师汽车安全性能工程师,1
研发总监/部长/专家,7
技术研发工程师软件工程师,2
电子产品经理/产品工程师电子设备工程师,1
技术研发经理/主管技术研发工程师,3
质量管理/测试工程师(QA/QC工程师)故障分析工程师,5
市场/营销/拓展专员产品/品牌专员,3
渠道/分销专员销售工程师,6
图像处理工程师,16
行政总监人事总监,1
数据库工程师,4
射频芯片设计模拟芯片工程师,6
单证员,9
机电工程师电气工程师/技术员,1
芯片销售工程师半导体产品经理/产品工程师,4
机器学习工程师深度学习工程师,2
半导体工艺工程师产品经理/主管,1
半导体工艺工程师电子技术研发工程师,5
化工实验室研究员/技术员质量管理/测试工程师(QA/QC工程师),1
会计财务分析员,2
电气工程师/技术员结构工程师,1
系统架构设计师技术总监/经理,2
售前/售后技术支持工程师电子工程师/技术员,2
系统架构设计师,67
大客户销售客户经理/主管,2
总监/部门经理首席运营官COO,1
机器视觉工程师,14
网店店长电商运营,2
采购主管供应商开发,5
报关与报检,13
人事助理行政专员/助理,5
医疗器械市场推广医疗器械销售代表,1
仿真应用工程师高级软件工程师,1
保险内勤电脑操作员/打字员,1
电子工程师/技术员安防系统工程师,1
故障分析工程师,4
媒介经理市场通路专员,1
客户经理/主管大客户销售,4
数控编程技工,1
嵌入式硬件开发(主板机…)版图设计工程师,1
会计财务分析经理/主管,1
半导体技术FAE 现场应用工程师,7
失效分析工程师(FA),33
电话销售销售助理,1
硬件测试工程师电声/音响工程师/技术员,1
集成电路IC设计/应用工程师技术研发工程师,2
项目助理,15
销售经理贸易/外贸经理/主管,2
统计员,14
模拟芯片工程师电路工程师/技术员(模拟/数字),2
电子产品经理/产品工程师半导体产品经理/产品工程师,4
FAE 现场应用工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),5
导演/编导影视策划/制作人员,1
组装工焊工,2
法务经理其他,1
工程/机械绘图员空调/热能工程师,1
电力工程师/技术员半导体技术,1
日语翻译,7
环境/健康/安全经理/主管（EHS）,13
产品/品牌专员产品/品牌主管,2
算法工程师机器学习工程师,1
茶艺师,1
餐饮店长/经理,1
质量管理/测试主管(QA/QC主管)供应商管理,2
金融/经济研究员其他,1
项目管理项目工程师,3
区域销售经理大客户管理,3
无线通信工程师通信技术工程师,5
FAE 现场应用工程师电子技术研发工程师,5
项目经理/主管自动控制工程师/技术员,1
网络推广专员网站运营经理/主管,1
客服专员/助理半导体技术,1
嵌入式硬件开发(主板机…)电路工程师/技术员(模拟/数字),2
医药技术研发人员医疗器械研发,1
电路工程师/技术员(模拟/数字)嵌入式硬件开发(主板机…),3
文案/策划企业策划人员,1
网络推广经理/主管市场企划经理/主管,1
人事总监,21
市场/营销/拓展总监销售总监,1
销售经理渠道/分销专员,3
送餐员快递员,1
集成电路IC设计/应用工程师高级软件工程师,2
电子技术研发工程师FAE 现场应用工程师,1
业务分析专员/助理,12
人事经理绩效考核经理/主管,1
工程造价师/预结算经理预结算员,2
供应商管理质检员/测试员(QC),2
HRBP,44
体系工程师质量管理/测试主管(QA/QC主管),4
售前/售后技术支持工程师电子/电器维修工程师/技师,1
硬件测试工程师IC验证工程师,9
项目执行/协调人员技术文档工程师,1
医疗器械销售代表科研管理人员,1
网络/在线客服投诉专员,1
其他咨询热线/呼叫中心服务人员,2
客服主管其他,1
行政专员/助理销售行政助理,2
其他电子软件开发(ARM/MCU...),1
人事主管招聘经理/主管,2
清洁工保洁,1
客服主管客服经理,1
咨询热线/呼叫中心服务人员其他,1
其他网站运营专员,1
电子技术研发工程师电气工程师/技术员,1
飞行器设计与制造通信技术工程师,1
机械工程师工业工程师,1
半导体技术自动控制工程师/技术员,3
项目经理/主管项目管理,6
销售经理客户代表,1
高级硬件工程师产品经理/主管,2
专业顾问,11
集成电路IC设计/应用工程师项目执行/协调人员,1
高级软件工程师算法工程师,1
产品助理,11
技工电子工程师/技术员,3
硬件测试工程师售前/售后技术支持工程师,1
财务主管/总账主管会计经理/会计主管,8
汽车质量工程师,11
人事专员人事主管,1
飞行器设计与制造技术研发经理/主管,1
技术研发工程师技术研发经理/主管,6
硬件测试工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),2
技术研发工程师集成电路IC设计/应用工程师,1
机器学习工程师,12
售前/售后技术支持工程师网络管理(Helpdesk),2
融资经理/融资主管,2
固定资产会计会计,1
平面设计师网页设计师,2
钳工模具工,3
会计经理/会计主管,16
业务跟单订单处理员,1
网络管理(Helpdesk),32
产品工艺/制程工程师冲压工程师/技师,2
氩弧焊工,9
CNC工程师,15
人事经理,47
算法工程师深度学习工程师,3
仿真应用工程师技术研发工程师,1
电商经理/电商主管,10
测试工程师,145
FAE 现场应用工程师技术支持/维护工程师,19
供应商开发采购材料、设备质量管理,1
半导体技术电子软件开发(ARM/MCU...),1
产品工艺/制程工程师机电工程师,3
咨询员专业顾问,1
供应商开发采购经理,3
环境/健康/安全工程师（EHS）安全员,9
审核员,6
电池/电源开发电子工程师/技术员,3
数控编程,11
投资/基金项目经理资金经理/主管,1
投资银行财务分析投资/基金项目经理,1
审计专员/助理,14
财务总监,17
人事经理人事主管,5
咨询经理,2
.NET开发工程师C/C++开发工程师,1
质量管理/测试工程师(QA/QC工程师)电子工程师/技术员,1
半导体技术客服专员/助理,1
UI设计师用户体验（UE/UX）设计师,3
故障分析工程师可靠度工程师,1
数据库工程师(DBA)系统架构设计师,1
贸易/外贸经理/主管,27
模拟芯片工程师,110
技术研发工程师工程/机械绘图员,3
软件工程师电子工程师/技术员,1
电子技术研发工程师系统架构设计师,1
化工技术应用/化工工程师化学分析测试员,2
业务拓展主管/经理市场/营销/拓展经理,1
机器学习工程师算法工程师,1
销售行政助理经理助理/秘书,2
硬件工程师嵌入式软件开发(Linux/单片机/PLC/DSP…),3
客户代表业务拓展主管/经理,1
实验室负责人/工程师其他,2
ERP实施顾问售前/售后技术支持主管,1
销售工程师销售助理,5
技术研发工程师医疗器械研发,1
展览/展示/店面设计,3
商务助理资料员,1
楼宇自动化智能大厦/综合布线/安防/弱电,1
软件工程师Web前端开发,3
质量管理/测试工程师(QA/QC工程师)软件测试工程师,1
Web前端开发HTML5开发工程师,16
集成电路IC设计/应用工程师芯片架构工程师,6
市场/营销/拓展专员半导体技术,1
采购总监,6
专业顾问咨询员,1
Java开发工程师Python开发工程师,1
嵌入式软件开发(Linux/单片机/PLC/DSP…)图像处理工程师,1
会计经理/会计主管财务主管/总账主管,1
硬件测试工程师半导体测试工程师,1
HRBP人事经理,3
绩效考核专员/助理,9
质检员/测试员(QC)质量管理/测试主管(QA/QC主管),3
政府事务管理,10
HTML5开发工程师,9
家用电器/数码产品研发,3
质检员/测试员(QC)电子工程师/技术员,2
系统工程师技术研发工程师,1
市场分析/调研人员市场企划经理/主管,1
人事主管行政专员/助理,1
电子工程师/技术员其他,3
产品工艺/制程工程师生产领班/组长,2
硬件测试工程师其他,2
激光/光电子技术产品经理/主管,2
测试工程师仪器/仪表/计量分析师,1
销售工程师区域销售经理,5
客服主管,15
物流专员/助理搬运工,1
总监/部门经理,13
电子工程师/技术员电子软件开发(ARM/MCU...),3
工业工程师产品工艺/制程工程师,3
数据通信工程师,6
图像处理工程师软件工程师,1
集成电路IC设计/应用工程师产品工艺/制程工程师,1
电商专员商务助理,1
采购员采购材料、设备质量管理,1
销售主管销售代表,5
大客户销售电子销售工程师,1
项目经理系统集成工程师,1
半导体技术电池/电源开发,1
射频工程师半导体技术,2
产品/品牌经理市场企划经理/主管,2
算法工程师图像算法工程师,4
可靠度工程师集成电路IC设计/应用工程师,1
销售经理渠道/分销经理,8
封装研发工程师封装工程师,4
模具工车工,1
工程监理资料员,1
智能大厦/综合布线/安防/弱电产品/品牌经理,1
售前/售后技术支持工程师工程/设备工程师,1
供应商开发,28
材料工程师仿真应用工程师,1
ERP技术开发网络工程师(IT工程师),1
技术研发工程师激光/光电子技术,3
会计其他,1
Android开发工程师软件工程师,7
Android开发工程师高级软件工程师,5
高级软件工程师系统集成工程师,1
通信技术工程师高级硬件工程师,1
计算机辅助设计工程师高级硬件工程师,1
C/C++开发工程师系统集成工程师,1
市场分析/调研人员产品/品牌专员,1
iOS开发工程师,9
HTML5开发工程师Web前端开发,1
可测性设计工程师(DFT)数字后端工程师,1
EDA工程师数字后端工程师,1
产品总监产品经理/主管,2
高级软件工程师Java开发工程师,4
业务跟单经理,1
采购材料、设备质量管理,5
变压器与磁电工程师电子工程师/技术员,1
网站运营经理/主管,6
商务助理项目管理,1
装配工程师/技师电气工程师/技术员,1
电池/电源开发科研人员,1
工程/设备工程师机电工程师,2
财务经理会计,2
供应链经理采购经理,3
集成电路IC设计/应用工程师电气工程师/技术员,2
激光/光电子技术产品工艺/制程工程师,2
电子工程师,2
采购员供应商管理,10
PHP开发工程师,8
采购主管采购经理,5
维修工程师电子工程师/技术员,2
电路工程师/技术员(模拟/数字)IC验证工程师,1
动画/3D设计,5
电工技工,7
C/C++开发工程师软件工程师,16
系统分析员,3
律师/法律顾问,5
仿真应用工程师计算机辅助设计工程师,1
销售工程师集成电路IC设计/应用工程师,1
图像算法工程师机器视觉工程师,2
电子软件开发(ARM/MCU...)高级软件工程师,4
版图设计工程师结构工程师,1
电路工程师/技术员(模拟/数字)结构工程师,1
电子/电器维修工程师/技师电工,1
深度学习工程师研究生,1
版图设计工程师电子工程师/技术员,5
市场企划专员媒介销售,1
销售助理网络销售/在线销售,1
电力线路工组装工,1
财务分析员,19
无线通信工程师软件工程师,1
商务助理行政专员/助理,1
电气/电器工程师技术研发工程师,1
建筑安装施工员,4
.NET开发工程师软件工程师,2
工程/设备工程师机修工,1
电商总监,6
组装工机修工,1
自动控制工程师/技术员工业工程师,1
销售代表半导体技术,1
装配工程师/技师技工,1
技工组装工,3
软件测试工程师质检员/测试员(QC),1
产品工艺/制程工程师装配工程师/技师,1
产品规划工程师产品工艺/制程工程师,1
电子/电器维修工程师/技师质检员/测试员(QC),1
焊工电力线路工,1
电子软件开发(ARM/MCU...)移动开发工程师,1
业务跟单高级业务跟单,1
采购助理业务跟单,1
销售行政专员销售助理,2
汽车电子工程师汽车设计工程师,2
房地产中介/置业顾问,4
集成电路IC设计/应用工程师仪器/仪表/计量分析师,1
网站运营专员电商专员,3
科研人员通信技术工程师,1
机电工程师给排水/暖通工程,2
系统工程师系统集成工程师,3
房产项目配套工程师建筑机电工程师,1
废气处理工程师,1
智能大厦/综合布线/安防/弱电安防系统工程师,2
销售总监大客户销售,3
高级硬件工程师电子技术研发工程师,4
售前/售后技术支持主管化工技术应用/化工工程师,2
售前/售后技术支持工程师化工技术应用/化工工程师,1
生产经理/车间主任电子工程师/技术员,1
渠道/分销经理渠道/分销主管,1
客户经理/主管销售工程师,2
半导体技术技术支持/维护工程师,2
电子工程师/技术员电池/电源开发,4
规划与设计建筑设计师,1
系统集成工程师系统工程师,4
活动执行活动策划,1
半导体产品经理/产品工程师,69
技术支持/维护工程师客户代表,1
封装工程师,37
招聘经理/主管人事专员,1
软件工程师项目经理,1
语音识别工程师自然语言处理(NLP),1
产品专员,18
工程/设备工程师产品工艺/制程工程师,4
工程/设备工程师电子工程师/技术员,1
薪资福利经理/主管,11
薪资福利专员/助理,11
芯片测试工程师,70
测试,2
人力资源信息系统专员,4
人力资源信息系统专员数据分析师,1
销售经理销售人员,1
算法工程师推荐算法工程师,1
集成电路IC设计/应用工程师系统工程师,2
实习生售前/售后技术支持工程师,1
运维/技术支持售前/售后技术支持工程师,1
规划与设计,7
系统工程师高级硬件工程师,1
猎头/人才中介,5
产品经理/主管产品/品牌主管,2
生产/营运,1
招商/租赁/租售,4
高级业务跟单业务跟单,1
人事助理薪资福利专员/助理,1
设备工程师,2
半导体工艺工程师电子工艺工程师,2
维修工程师物业维修员,1
硬件测试工程师芯片测试工程师,1
音效师后期制作,1
公关经理,12
房地产项目招投标预结算员,1
石油天然气技术人员船舶工程师,1
C/C++开发工程师高级软件工程师,6
财务/审计/税务实习生,1
校长,1
电子元器件工程师FAE 现场应用工程师,2
项目执行/协调人员电子工艺工程师,1
制程工程师,3
水工技工,1
广告创意/设计经理,1
护士/护理人员,1
售前/售后技术支持工程师电气工程师/技术员,1
版图设计工程师测试工程师,1
集成电路IC设计,1
物业管理,1
芯片工程师,4
工程/机械绘图员电力工程师/技术员,1
材料工程师技术研发工程师,1
可测性设计工程师(DFT)半导体技术,1
半导体技术模拟芯片工程师,2
销售管理销售人员,3
高级硬件工程师版图设计工程师,1
销售人员,5
产品工程师,1
科研人员射频芯片设计,1
半导体技术售前/售后技术支持工程师,8
企业秘书/董事会秘书,18
印刷工,3
自动化测试系统测试,1
物流/仓储,1
软件工程师Java开发工程师,2
FAE 现场应用工程师电子销售工程师,1
高级软件工程师多媒体开发工程师,4
技术文员/助理其他,1
销售代表销售行政助理,2
项目主管,16
生产文员客服专员/助理,1
市场/营销/拓展专员销售行政专员,1
新能源电控工程师研发总监/部长/专家,1
